SaleID,Date,CustomerID,ProductID,Quantity,TotalAmount
61,2025-11-02,930,255,3,2481.54
62,2025-11-02,597,701,4,17890.0
63,2025-11-02,88,11,4,7571.72
64,2025-11-02,137,893,3,3577.71
65,2025-11-02,998,710,4,7438.32
66,2025-11-02,704,218,4,4997.84
67,2025-11-02,726,434,5,24348.65
68,2025-11-02,263,75,1,1899.54
69,2025-11-02,571,61,1,2719.47
70,2025-11-02,341,954,2,5210.62
71,2025-11-02,483,931,3,4109.28
72,2025-11-02,621,962,5,19196.85
73,2025-11-02,727,767,1,3461.28
74,2025-11-02,6,260,5,23740.65
75,2025-11-02,635,391,3,612.93
76,2025-11-02,405,688,3,12174.3
77,2025-11-02,136,992,5,14839.65
78,2025-11-02,43,595,2,6359.5
79,2025-11-02,267,174,5,20697.35
80,2025-11-02,505,953,3,13231.32
81,2025-11-02,899,480,2,8626.36
82,2025-11-02,92,325,5,23756.4
83,2025-11-02,444,146,3,13121.37
84,2025-11-02,120,321,1,661.54
85,2025-11-02,131,512,3,310.14
86,2025-11-02,766,370,4,16991.8
87,2025-11-02,290,925,3,3634.14
88,2025-11-02,628,850,3,1583.07
89,2025-11-02,530,321,4,2646.16
90,2025-11-02,915,169,3,7644.69
91,2025-11-02,755,504,2,1506.66
92,2025-11-02,570,874,4,8990.32
93,2025-11-02,55,194,2,5804.7
94,2025-11-02,56,236,2,2660.72
95,2025-11-02,37,482,3,9434.43
96,2025-11-02,168,723,4,13630.52
97,2025-11-02,447,119,4,12449.16
98,2025-11-02,42,453,3,5849.67
99,2025-11-02,727,575,4,5440.36
100,2025-11-02,469,505,1,4918.72
101,2025-11-03,867,738,2,9479.74
102,2025-11-03,127,358,1,3079.67
103,2025-11-03,209,890,3,14259.57
104,2025-11-03,185,855,2,1689.52
105,2025-11-03,768,521,3,555.39
106,2025-11-03,577,913,5,13599.95
107,2025-11-03,218,598,1,1055.45
108,2025-11-03,539,786,5,20190.4
109,2025-11-03,185,427,1,574.34
110,2025-11-03,253,787,4,17949.28
111,2025-11-03,694,97,3,4107.57
112,2025-11-03,27,292,1,4753.48
113,2025-11-03,404,383,5,11650.3
114,2025-11-03,952,975,1,259.05
115,2025-11-03,858,332,2,1888.9
116,2025-11-03,30,84,4,1555.6
117,2025-11-03,851,725,4,13531.48
118,2025-11-03,465,644,3,6368.97
119,2025-11-03,609,674,1,4437.72
120,2025-11-03,338,994,1,2751.44
121,2025-11-03,672,638,4,2712.48
122,2025-11-03,333,971,5,16261.3
123,2025-11-03,133,217,1,4985.54
124,2025-11-03,821,660,3,10201.26
125,2025-11-03,331,818,1,1009.38
126,2025-11-03,762,73,5,10903.25
127,2025-11-03,975,617,4,484.44
128,2025-11-03,95,409,3,12992.43
129,2025-11-03,183,246,4,2336.24
130,2025-11-03,92,22,2,2584.64
131,2025-11-03,167,398,4,16623.24
132,2025-11-03,292,663,2,8711.88
133,2025-11-03,124,306,4,15350.16
134,2025-11-03,821,443,3,7389.48
135,2025-11-03,926,702,5,1059.7
136,2025-11-03,135,368,1,57.83
137,2025-11-03,853,377,5,8498.75
138,2025-11-03,205,502,4,9768.72
139,2025-11-03,907,398,4,16623.24
140,2025-11-03,275,577,5,9967.7
141,2025-11-03,434,93,4,6969.88
142,2025-11-03,831,378,5,14330.8
143,2025-11-03,191,445,4,16946.16
144,2025-11-03,96,42,5,15233.3
145,2025-11-03,350,997,4,14370.28
146,2025-11-03,693,230,2,2506.18
147,2025-11-03,954,508,5,18606.75
148,2025-11-03,645,663,5,21779.7
149,2025-11-03,86,298,4,14759.56
150,2025-11-03,448,82,4,13039.44
151,2025-11-04,308,153,2,4964.92
152,2025-11-04,701,925,3,3634.14
153,2025-11-04,862,255,5,4135.9
154,2025-11-04,438,303,5,11558.3
155,2025-11-04,49,565,1,3299.15
156,2025-11-04,940,47,5,23525.8
157,2025-11-04,111,523,4,15718.52
158,2025-11-04,423,97,4,5476.76
159,2025-11-04,677,738,5,23699.35
160,2025-11-04,833,260,3,14244.39
161,2025-11-04,261,600,1,1529.41
162,2025-11-04,788,516,1,3490.5
163,2025-11-04,117,759,4,18635.16
164,2025-11-04,184,806,2,2844.44
165,2025-11-04,864,403,1,812.68
166,2025-11-04,86,427,3,1723.02
167,2025-11-04,322,602,4,1880.28
168,2025-11-04,776,687,4,8628.8
169,2025-11-04,639,828,3,3385.47
170,2025-11-04,350,990,2,1157.46
171,2025-11-04,217,190,1,2873.91
172,2025-11-04,765,619,3,9226.71
173,2025-11-04,893,690,1,461.3
174,2025-11-04,445,548,1,4594.31
175,2025-11-04,6,405,1,3888.89
176,2025-11-04,14,176,4,7626.24
177,2025-11-04,472,709,4,7438.68
178,2025-11-04,890,674,5,22188.6
179,2025-11-04,744,499,3,11004.06
180,2025-11-04,634,833,5,11647.15
181,2025-11-04,370,708,4,17781.96
182,2025-11-04,824,310,1,4599.21
183,2025-11-04,129,139,1,363.54
184,2025-11-04,196,115,1,4845.73
185,2025-11-04,713,994,2,5502.88
186,2025-11-04,880,28,2,2651.38
187,2025-11-04,493,665,2,637.96
188,2025-11-04,666,248,4,19599.88
189,2025-11-04,863,642,5,18000.65
190,2025-11-04,196,89,3,2911.17
191,2025-11-04,789,475,2,5869.0
192,2025-11-04,486,433,1,3370.81
193,2025-11-04,120,171,2,9341.84
194,2025-11-04,757,720,4,1454.72
195,2025-11-04,987,497,4,4669.68
196,2025-11-04,21,881,4,8132.36
197,2025-11-04,600,249,2,1086.08
198,2025-11-04,302,584,4,3147.32
199,2025-11-04,53,342,1,783.87
200,2025-11-04,106,646,4,12454.64
201,2025-11-05,426,869,4,10017.16
202,2025-11-05,755,593,5,14289.3
203,2025-11-05,749,568,3,7084.29
204,2025-11-05,38,500,4,5531.16
205,2025-11-05,498,526,5,15194.6
206,2025-11-05,743,627,4,1102.6
207,2025-11-05,238,732,1,1061.07
208,2025-11-05,541,20,4,12686.92
209,2025-11-05,591,324,5,19828.9
210,2025-11-05,66,275,4,2544.08
211,2025-11-05,911,485,1,738.39
212,2025-11-05,507,638,3,2034.36
213,2025-11-05,460,715,4,18795.12
214,2025-11-05,22,166,3,5465.76
215,2025-11-05,744,197,4,15646.4
216,2025-11-05,353,449,2,5605.88
217,2025-11-05,520,225,5,24756.45
218,2025-11-05,931,702,3,635.82
219,2025-11-05,944,617,4,484.44
220,2025-11-05,135,905,3,13219.86
221,2025-11-05,741,729,4,19173.48
222,2025-11-05,983,427,3,1723.02
223,2025-11-05,816,484,2,2191.04
224,2025-11-05,637,213,3,7602.06
225,2025-11-05,708,768,1,4505.86
226,2025-11-05,684,495,2,4598.5
227,2025-11-05,178,205,2,5073.78
228,2025-11-05,621,504,1,753.33
229,2025-11-05,813,426,4,774.04
230,2025-11-05,311,241,2,2911.74
231,2025-11-05,571,49,1,559.9
232,2025-11-05,368,903,3,12170.79
233,2025-11-05,366,694,2,6723.46
234,2025-11-05,179,848,5,22736.1
235,2025-11-05,33,827,1,4608.49
236,2025-11-05,346,441,1,3513.09
237,2025-11-05,633,233,1,2277.8
238,2025-11-05,576,230,4,5012.36
239,2025-11-05,265,349,3,11841.51
240,2025-11-05,788,48,5,2231.6
241,2025-11-05,274,918,2,708.1
242,2025-11-05,874,707,5,23646.75
243,2025-11-05,619,686,1,3680.71
244,2025-11-05,724,52,4,5396.56
245,2025-11-05,819,469,1,788.62
246,2025-11-05,999,109,5,3273.0
247,2025-11-05,625,801,1,1350.25
248,2025-11-05,844,576,1,2484.02
249,2025-11-05,520,108,2,7472.78
250,2025-11-05,646,121,2,7043.14
251,2025-11-06,933,371,2,4199.0
252,2025-11-06,746,300,4,11524.32
253,2025-11-06,781,519,4,3547.76
254,2025-11-06,751,892,1,654.84
255,2025-11-06,158,663,3,13067.82
256,2025-11-06,343,839,2,8164.28
257,2025-11-06,126,869,2,5008.58
258,2025-11-06,450,993,4,7619.16
259,2025-11-06,788,788,1,2956.54
260,2025-11-06,252,855,4,3379.04
261,2025-11-06,350,294,5,5312.9
262,2025-11-06,176,88,3,2409.42
263,2025-11-06,382,733,4,6004.76
264,2025-11-06,370,645,2,1999.84
265,2025-11-06,156,772,5,15301.75
266,2025-11-06,432,807,2,7481.1
267,2025-11-06,142,822,4,6161.24
268,2025-11-06,424,941,4,5450.08
269,2025-11-06,920,470,5,9902.05
270,2025-11-06,814,699,3,7044.78
271,2025-11-06,967,31,4,13052.8
272,2025-11-06,150,789,1,1078.53
273,2025-11-06,735,826,5,19525.5
274,2025-11-06,967,72,1,2411.48
275,2025-11-06,347,323,4,10571.6
276,2025-11-06,791,169,4,10192.92
277,2025-11-06,63,403,1,812.68
278,2025-11-06,677,945,2,3434.7
279,2025-11-06,925,589,1,2208.49
280,2025-11-06,647,731,5,3911.85
281,2025-11-06,997,303,4,9246.64
282,2025-11-06,412,908,5,14027.5
283,2025-11-06,895,312,3,9744.6
284,2025-11-06,932,353,1,384.95
285,2025-11-06,847,287,5,21191.9
286,2025-11-06,626,943,2,7454.6
287,2025-11-06,718,414,4,6387.12
288,2025-11-06,660,211,5,14393.15
289,2025-11-06,640,808,5,14247.95
290,2025-11-06,668,453,3,5849.67
291,2025-11-06,909,832,4,15174.88
292,2025-11-06,795,203,3,4676.04
293,2025-11-06,87,38,5,15404.7
294,2025-11-06,343,400,2,3804.74
295,2025-11-06,533,554,3,10400.64
296,2025-11-06,219,96,5,2235.5
297,2025-11-06,566,320,5,19963.05
298,2025-11-06,349,776,2,9760.82
299,2025-11-06,24,29,5,3250.65
300,2025-11-06,607,265,2,4231.6
301,2025-11-07,853,793,3,9636.27
302,2025-11-07,744,433,5,16854.05
303,2025-11-07,114,750,1,3555.15
304,2025-11-07,862,382,3,2165.94
305,2025-11-07,643,520,3,14856.93
306,2025-11-07,127,49,1,559.9
307,2025-11-07,460,306,5,19187.7
308,2025-11-07,755,6,4,12333.0
309,2025-11-07,348,242,5,6964.2
310,2025-11-07,580,732,5,5305.35
311,2025-11-07,865,610,2,1270.06
312,2025-11-07,359,307,3,4474.02
313,2025-11-07,683,804,5,4689.45
314,2025-11-07,689,144,4,10559.36
315,2025-11-07,533,756,2,1564.64
316,2025-11-07,108,336,5,6137.5
317,2025-11-07,597,198,3,13214.91
318,2025-11-07,466,101,2,9748.52
319,2025-11-07,729,436,4,2125.8
320,2025-11-07,84,95,1,3499.83
321,2025-11-07,436,910,2,3193.36
322,2025-11-07,488,220,4,1973.96
323,2025-11-07,80,379,5,4596.8
324,2025-11-07,413,603,5,18449.25
325,2025-11-07,532,798,4,16559.72
326,2025-11-07,893,271,5,22491.4
327,2025-11-07,511,652,4,1269.76
328,2025-11-07,451,706,4,14768.08
329,2025-11-07,750,997,4,14370.28
330,2025-11-07,844,167,2,6685.9
331,2025-11-07,518,131,4,5651.44
332,2025-11-07,729,469,2,1577.24
333,2025-11-07,992,722,5,3287.05
334,2025-11-07,884,542,1,1349.99
335,2025-11-07,712,218,4,4997.84
336,2025-11-07,485,34,2,8907.36
337,2025-11-07,967,573,3,1076.46
338,2025-11-07,944,975,1,259.05
339,2025-11-07,617,873,4,14776.24
340,2025-11-07,113,124,3,13393.17
341,2025-11-07,586,297,1,2166.4
342,2025-11-07,536,157,1,4127.03
343,2025-11-07,381,313,3,7584.78
344,2025-11-07,311,302,4,962.52
345,2025-11-07,29,811,2,5795.12
346,2025-11-07,146,803,5,16731.35
347,2025-11-07,432,50,3,8294.25
348,2025-11-07,911,291,2,4145.04
349,2025-11-07,188,839,4,16328.56
350,2025-11-07,3,126,5,18178.9
351,2025-11-08,358,70,1,1469.47
352,2025-11-08,428,493,5,11536.7
353,2025-11-08,318,580,4,2303.76
354,2025-11-08,922,346,4,2355.96
355,2025-11-08,487,855,5,4223.8
356,2025-11-08,136,781,2,3791.02
357,2025-11-08,517,652,4,1269.76
358,2025-11-08,780,461,4,2133.56
359,2025-11-08,153,888,3,11873.97
360,2025-11-08,92,820,5,4386.6
361,2025-11-08,681,639,4,5564.8
362,2025-11-08,397,239,4,11743.48
363,2025-11-08,348,554,1,3466.88
364,2025-11-08,982,687,4,8628.8
365,2025-11-08,754,285,1,179.12
366,2025-11-08,887,170,1,2692.81
367,2025-11-08,586,646,3,9340.98
368,2025-11-08,575,661,1,3905.93
369,2025-11-08,660,573,1,358.82
370,2025-11-08,198,979,5,22445.15
371,2025-11-08,555,591,1,1167.94
372,2025-11-08,981,584,5,3934.15
373,2025-11-08,194,769,4,11109.0
374,2025-11-08,515,919,1,684.58
375,2025-11-08,124,675,5,19791.3
376,2025-11-08,185,986,1,3019.12
377,2025-11-08,282,806,2,2844.44
378,2025-11-08,252,850,5,2638.45
379,2025-11-08,455,87,5,12426.9
380,2025-11-08,622,329,4,15429.32
381,2025-11-08,604,47,4,18820.64
382,2025-11-08,883,957,1,4688.96
383,2025-11-08,349,448,2,7171.3
384,2025-11-08,425,25,5,21014.55
385,2025-11-08,325,392,3,8083.95
386,2025-11-08,94,118,1,830.61
387,2025-11-08,555,173,3,5670.03
388,2025-11-08,148,188,3,13360.95
389,2025-11-08,787,92,2,1591.76
390,2025-11-08,315,976,4,15688.24
391,2025-11-08,695,174,1,4139.47
392,2025-11-08,630,985,3,7522.29
393,2025-11-08,186,28,1,1325.69
394,2025-11-08,306,400,1,1902.37
395,2025-11-08,328,146,4,17495.16
396,2025-11-08,915,332,3,2833.35
397,2025-11-08,385,965,1,4127.37
398,2025-11-08,54,208,2,5096.82
399,2025-11-08,771,612,5,21887.8
400,2025-11-08,243,505,5,24593.6
401,2025-11-09,771,517,4,6220.6
402,2025-11-09,973,118,3,2491.83
403,2025-11-09,63,326,4,7736.0
404,2025-11-09,567,417,1,2684.77
405,2025-11-09,496,30,4,4139.36
406,2025-11-09,649,240,1,265.24
407,2025-11-09,276,568,5,11807.15
408,2025-11-09,692,104,2,4662.26
409,2025-11-09,782,569,2,4589.1
410,2025-11-09,312,582,4,1594.16
411,2025-11-09,457,86,5,11456.0
412,2025-11-09,209,802,2,6401.96
413,2025-11-09,383,554,2,6933.76
414,2025-11-09,801,252,5,14127.0
415,2025-11-09,976,434,5,24348.65
416,2025-11-09,463,43,1,4444.07
417,2025-11-09,833,476,5,10253.9
418,2025-11-09,297,669,2,3650.04
419,2025-11-09,1,62,4,9239.56
420,2025-11-09,280,613,3,8753.28
421,2025-11-09,860,697,4,15482.32
422,2025-11-09,360,863,2,3727.98
423,2025-11-09,600,861,5,24346.1
424,2025-11-09,289,47,2,9410.32
425,2025-11-09,757,547,5,9007.25
426,2025-11-09,72,308,1,3879.7
427,2025-11-09,405,716,1,4797.56
428,2025-11-09,851,144,5,13199.2
429,2025-11-09,287,900,4,9945.32
430,2025-11-09,216,626,5,20951.55
431,2025-11-09,981,822,3,4620.93
432,2025-11-09,906,699,3,7044.78
433,2025-11-09,651,268,4,4293.8
434,2025-11-09,280,252,3,8476.2
435,2025-11-09,350,216,4,11512.36
436,2025-11-09,983,614,3,11071.59
437,2025-11-09,17,936,2,5017.64
438,2025-11-09,662,945,1,1717.35
439,2025-11-09,624,488,1,3366.83
440,2025-11-09,924,10,2,2184.28
441,2025-11-09,424,570,4,8654.28
442,2025-11-09,781,403,5,4063.4
443,2025-11-09,84,807,1,3740.55
444,2025-11-09,552,32,4,5835.24
445,2025-11-09,689,127,3,7356.75
446,2025-11-09,996,833,4,9317.72
447,2025-11-09,848,616,3,3753.84
448,2025-11-09,397,182,1,4285.82
449,2025-11-09,128,474,3,14741.31
450,2025-11-09,959,198,4,17619.88
451,2025-11-10,10,227,1,1205.77
452,2025-11-10,777,288,3,9796.08
453,2025-11-10,197,93,5,8712.35
454,2025-11-10,641,311,2,9046.38
455,2025-11-10,240,506,3,7826.7
456,2025-11-10,38,288,4,13061.44
457,2025-11-10,927,721,5,12284.1
458,2025-11-10,215,8,2,4766.32
459,2025-11-10,841,654,4,12413.04
460,2025-11-10,114,891,3,4291.53
461,2025-11-10,583,513,4,18139.88
462,2025-11-10,175,566,2,8051.68
463,2025-11-10,676,757,5,24392.8
464,2025-11-10,689,699,5,11741.3
465,2025-11-10,579,180,1,130.7
466,2025-11-10,603,132,1,2794.88
467,2025-11-10,131,266,5,10805.0
468,2025-11-10,877,234,5,5423.0
469,2025-11-10,747,802,3,9602.94
470,2025-11-10,197,869,1,2504.29
471,2025-11-10,994,710,5,9297.9
472,2025-11-10,630,259,5,21997.25
473,2025-11-10,905,465,1,2496.76
474,2025-11-10,961,438,1,1196.89
475,2025-11-10,875,962,3,11518.11
476,2025-11-10,443,865,4,16727.88
477,2025-11-10,281,125,5,778.5
478,2025-11-10,478,508,3,11164.05
479,2025-11-10,530,778,1,2582.2
480,2025-11-10,906,739,2,4175.74
481,2025-11-10,49,285,4,716.48
482,2025-11-10,546,460,3,9001.71
483,2025-11-10,6,402,2,5109.34
484,2025-11-10,343,84,5,1944.5
485,2025-11-10,828,26,2,7471.48
486,2025-11-10,707,434,1,4869.73
487,2025-11-10,940,256,2,3583.94
488,2025-11-10,169,338,3,1329.15
489,2025-11-10,65,642,1,3600.13
490,2025-11-10,29,492,4,2916.96
491,2025-11-10,828,25,5,21014.55
492,2025-11-10,817,642,3,10800.39
493,2025-11-10,861,257,2,2438.42
494,2025-11-10,111,485,2,1476.78
495,2025-11-10,982,349,1,3947.17
496,2025-11-10,842,342,5,3919.35
497,2025-11-10,814,243,1,4728.62
498,2025-11-10,795,615,5,721.8
499,2025-11-10,450,783,1,2827.11
500,2025-11-10,641,458,5,2177.9
501,2025-11-11,128,88,1,803.14
502,2025-11-11,939,35,4,5873.16
503,2025-11-11,321,912,1,2478.24
504,2025-11-11,802,131,1,1412.86
505,2025-11-11,942,822,4,6161.24
506,2025-11-11,57,309,5,4370.55
507,2025-11-11,642,443,1,2463.16
508,2025-11-11,105,694,1,3361.73
509,2025-11-11,573,54,3,3555.93
510,2025-11-11,871,391,4,817.24
511,2025-11-11,99,633,4,7647.4
512,2025-11-11,239,886,5,12603.0
513,2025-11-11,807,676,5,22663.05
514,2025-11-11,11,465,4,9987.04
515,2025-11-11,476,815,4,7351.04
516,2025-11-11,902,636,5,16380.95
517,2025-11-11,104,348,1,3472.99
518,2025-11-11,465,530,3,12020.67
519,2025-11-11,602,198,1,4404.97
520,2025-11-11,106,13,5,24487.0
521,2025-11-11,731,70,5,7347.35
522,2025-11-11,809,861,2,9738.44
523,2025-11-11,927,587,2,9055.72
524,2025-11-11,653,522,3,2033.31
525,2025-11-11,364,432,4,16385.36
526,2025-11-11,743,636,4,13104.76
527,2025-11-11,191,249,2,1086.08
528,2025-11-11,817,46,1,3652.47
529,2025-11-11,131,320,5,19963.05
530,2025-11-11,447,526,3,9116.76
531,2025-11-11,319,598,5,5277.25
532,2025-11-11,795,150,2,5943.98
533,2025-11-11,481,317,5,14860.3
534,2025-11-11,352,299,3,4796.52
535,2025-11-11,994,9,5,9306.6
536,2025-11-11,601,674,2,8875.44
537,2025-11-11,59,244,5,16594.25
538,2025-11-11,839,856,5,18281.7
539,2025-11-11,880,56,4,10629.48
540,2025-11-11,353,201,2,8509.84
541,2025-11-11,656,931,2,2739.52
542,2025-11-11,805,71,3,10363.38
543,2025-11-11,194,684,4,18292.36
544,2025-11-11,712,709,4,7438.68
545,2025-11-11,615,710,3,5578.74
546,2025-11-11,873,593,5,14289.3
547,2025-11-11,987,344,5,14557.8
548,2025-11-11,307,429,3,9002.4
549,2025-11-11,167,108,4,14945.56
550,2025-11-11,898,809,1,3445.27
551,2025-11-12,508,225,1,4951.29
552,2025-11-12,655,229,2,949.56
553,2025-11-12,478,639,2,2782.4
554,2025-11-12,245,493,3,6922.02
555,2025-11-12,827,758,4,2605.52
556,2025-11-12,211,410,2,3178.72
557,2025-11-12,846,7,3,8296.17
558,2025-11-12,11,76,3,6641.04
559,2025-11-12,31,569,1,2294.55
560,2025-11-12,146,298,4,14759.56
561,2025-11-12,200,647,5,5677.1
562,2025-11-12,935,784,3,13333.89
563,2025-11-12,45,999,1,4215.29
564,2025-11-12,204,203,3,4676.04
565,2025-11-12,179,225,3,14853.87
566,2025-11-12,737,179,3,664.74
567,2025-11-12,868,568,2,4722.86
568,2025-11-12,183,201,1,4254.92
569,2025-11-12,181,864,3,6679.05
570,2025-11-12,933,104,1,2331.13
571,2025-11-12,852,694,2,6723.46
572,2025-11-12,389,671,1,2864.9
573,2025-11-12,347,959,2,7293.48
574,2025-11-12,313,468,2,101.82
575,2025-11-12,379,829,3,12498.87
576,2025-11-12,677,176,5,9532.8
577,2025-11-12,819,639,4,5564.8
578,2025-11-12,900,729,1,4793.37
579,2025-11-12,122,148,2,5753.02
580,2025-11-12,814,195,2,6458.32
581,2025-11-12,546,388,3,8724.36
582,2025-11-12,326,614,4,14762.12
583,2025-11-12,652,251,1,972.77
584,2025-11-12,782,631,5,6280.2
585,2025-11-12,194,875,5,7442.1
586,2025-11-12,302,809,2,6890.54
587,2025-11-12,336,254,1,1701.17
588,2025-11-12,645,815,3,5513.28
589,2025-11-12,894,130,5,8854.7
590,2025-11-12,992,599,4,19356.76
591,2025-11-12,215,745,1,2447.0
592,2025-11-12,804,482,5,15724.05
593,2025-11-12,67,172,5,24788.7
594,2025-11-12,398,770,5,10190.35
595,2025-11-12,384,511,5,22613.75
596,2025-11-12,476,184,3,4247.97
597,2025-11-12,730,383,5,11650.3
598,2025-11-12,712,495,4,9197.0
599,2025-11-12,486,275,5,3180.1
600,2025-11-12,411,654,5,15516.3
601,2025-11-13,666,38,2,6161.88
602,2025-11-13,225,917,2,6797.22
603,2025-11-13,463,884,2,2082.6
604,2025-11-13,406,224,3,14816.64
605,2025-11-13,436,911,4,15327.44
606,2025-11-13,586,161,3,8045.16
607,2025-11-13,261,564,1,4289.38
608,2025-11-13,138,770,1,2038.07
609,2025-11-13,303,456,5,19736.35
610,2025-11-13,361,236,5,6651.8
611,2025-11-13,43,477,5,7531.05
612,2025-11-13,637,345,4,6756.0
613,2025-11-13,462,479,4,11288.6
614,2025-11-13,419,377,4,6799.0
615,2025-11-13,325,280,4,3208.76
616,2025-11-13,26,184,4,5663.96
617,2025-11-13,240,272,1,4978.64
618,2025-11-13,368,924,1,329.42
619,2025-11-13,302,863,5,9319.95
620,2025-11-13,526,560,1,167.32
621,2025-11-13,805,284,2,6003.98
622,2025-11-13,101,122,1,2464.82
623,2025-11-13,369,40,5,8754.75
624,2025-11-13,206,342,2,1567.74
625,2025-11-13,692,338,3,1329.15
626,2025-11-13,310,764,3,14713.23
627,2025-11-13,196,723,5,17038.15
628,2025-11-13,142,876,5,21455.15
629,2025-11-13,935,268,1,1073.45
630,2025-11-13,789,307,3,4474.02
631,2025-11-13,843,355,4,2864.0
632,2025-11-13,969,416,5,5213.75
633,2025-11-13,776,672,1,599.99
634,2025-11-13,484,670,5,8563.3
635,2025-11-13,780,975,2,518.1
636,2025-11-13,887,408,2,461.88
637,2025-11-13,233,741,2,5974.24
638,2025-11-13,486,240,5,1326.2
639,2025-11-13,602,805,5,6307.55
640,2025-11-13,776,480,4,17252.72
641,2025-11-13,349,811,1,2897.56
642,2025-11-13,321,867,2,1217.18
643,2025-11-13,440,789,4,4314.12
644,2025-11-13,215,450,4,6181.92
645,2025-11-13,874,572,1,3914.62
646,2025-11-13,384,143,5,16112.35
647,2025-11-13,895,132,3,8384.64
648,2025-11-13,966,756,1,782.32
649,2025-11-13,512,830,3,10391.34
650,2025-11-13,348,231,4,17401.28
651,2025-11-14,436,703,4,5541.84
652,2025-11-14,782,798,5,20699.65
653,2025-11-14,307,334,5,11601.4
654,2025-11-14,24,582,1,398.54
655,2025-11-14,945,143,2,6444.94
656,2025-11-14,976,339,5,6306.65
657,2025-11-14,645,819,5,19176.05
658,2025-11-14,936,623,5,8599.25
659,2025-11-14,888,401,4,4201.56
660,2025-11-14,210,972,4,3355.28
661,2025-11-14,66,548,4,18377.24
662,2025-11-14,193,487,1,2115.32
663,2025-11-14,337,584,4,3147.32
664,2025-11-14,655,917,3,10195.83
665,2025-11-14,96,176,1,1906.56
666,2025-11-14,692,567,2,6986.98
667,2025-11-14,33,847,5,14931.1
668,2025-11-14,501,28,2,2651.38
669,2025-11-14,204,72,4,9645.92
670,2025-11-14,291,211,2,5757.26
671,2025-11-14,299,676,5,22663.05
672,2025-11-14,72,466,1,498.14
673,2025-11-14,378,531,1,4921.15
674,2025-11-14,176,335,4,16187.6
675,2025-11-14,401,161,1,2681.72
676,2025-11-14,133,550,4,13156.0
677,2025-11-14,490,761,1,4852.24
678,2025-11-14,399,979,2,8978.06
679,2025-11-14,134,892,2,1309.68
680,2025-11-14,318,443,4,9852.64
681,2025-11-14,163,619,5,15377.85
682,2025-11-14,962,318,5,22093.05
683,2025-11-14,208,515,4,6033.44
684,2025-11-14,283,207,1,4856.65
685,2025-11-14,147,457,1,1218.96
686,2025-11-14,845,409,5,21654.05
687,2025-11-14,827,253,5,1233.85
688,2025-11-14,337,933,5,14366.25
689,2025-11-14,901,503,4,11689.32
690,2025-11-14,474,590,1,4070.76
691,2025-11-14,755,94,3,12022.02
692,2025-11-14,662,903,4,16227.72
693,2025-11-14,356,718,3,5387.76
694,2025-11-14,401,628,2,725.9
695,2025-11-14,426,256,2,3583.94
696,2025-11-14,922,633,4,7647.4
697,2025-11-14,469,394,2,1256.76
698,2025-11-14,716,583,1,3897.32
699,2025-11-14,403,716,1,4797.56
